Time,Adversário,IdJogo,Jogo,Mandante,Gols Feitos,Gols Sofridos,Resultado,Vencedor,Data;;;;
Sao Paulo,Sport Recife,Sao Paulo x Sport Recife2025,Sao Paulo x Sport Recife,True,0,0,0-0,Empate,2025-03-29;;;;
Sport Recife,Sao Paulo,Sao Paulo x Sport Recife2025,Sao Paulo x Sport Recife,False,0,0,0-0,Empate,2025-03-29;;;;
Cruzeiro,Mirassol,Cruzeiro x Mirassol2025,Cruzeiro x Mirassol,True,2,1,2-1,Cruzeiro,2025-03-29;;;;
Mirassol,Cruzeiro,Cruzeiro x Mirassol2025,Cruzeiro x Mirassol,False,1,2,2-1,Cruzeiro,2025-03-29;;;;
Gremio,Atletico MG,Gremio x Atletico MG2025,Gremio x Atletico MG,True,2,1,2-1,Gremio,2025-03-29;;;;
Atletico MG,Gremio,Gremio x Atletico MG2025,Gremio x Atletico MG,False,1,2,2-1,Gremio,2025-03-29;;;;
Fortaleza,Fluminense,Fortaleza x Fluminense2025,Fortaleza x Fluminense,True,2,0,2-0,Fortaleza,2025-03-29;;;;
Fluminense,Fortaleza,Fortaleza x Fluminense2025,Fortaleza x Fluminense,False,0,2,2-0,Fortaleza,2025-03-29;;;;
Juventude,Vitoria,Juventude x Vitoria2025,Juventude x Vitoria,True,2,0,2-0,Juventude,2025-03-29;;;;
Vitoria,Juventude,Juventude x Vitoria2025,Juventude x Vitoria,False,0,2,2-0,Juventude,2025-03-29;;;;
Flamengo,Internacional,Flamengo x Internacional2025,Flamengo x Internacional,True,1,1,1-1,Empate,2025-03-30;;;;
Internacional,Flamengo,Flamengo x Internacional2025,Flamengo x Internacional,False,1,1,1-1,Empate,2025-03-30;;;;
Palmeiras,Botafogo RJ,Palmeiras x Botafogo RJ2025,Palmeiras x Botafogo RJ,True,0,0,0-0,Empate,2025-03-30;;;;
Botafogo RJ,Palmeiras,Palmeiras x Botafogo RJ2025,Palmeiras x Botafogo RJ,False,0,0,0-0,Empate,2025-03-30;;;;
Vasco da Gama,Santos FC,Vasco da Gama x Santos FC2025,Vasco da Gama x Santos FC,True,2,1,2-1,Vasco da Gama,2025-03-30;;;;
Santos FC,Vasco da Gama,Vasco da Gama x Santos FC2025,Vasco da Gama x Santos FC,False,1,2,2-1,Vasco da Gama,2025-03-30;;;;
Bahia,Corinthians,Bahia x Corinthians2025,Bahia x Corinthians,True,1,1,1-1,Empate,2025-03-31;;;;
Corinthians,Bahia,Bahia x Corinthians2025,Bahia x Corinthians,False,1,1,1-1,Empate,2025-03-31;;;;
Red Bull Bragantino,Ceara,Red Bull Bragantino x Ceara2025,Red Bull Bragantino x Ceara,True,2,2,2-2,Empate,2025-04-01;;;;
Ceara,Red Bull Bragantino,Red Bull Bragantino x Ceara2025,Red Bull Bragantino x Ceara,False,2,2,2-2,Empate,2025-04-01;;;;
Corinthians,Vasco da Gama,Corinthians x Vasco da Gama2025,Corinthians x Vasco da Gama,True,3,0,3-0,Corinthians,2025-04-05;;;;
Vasco da Gama,Corinthians,Corinthians x Vasco da Gama2025,Corinthians x Vasco da Gama,False,0,3,3-0,Corinthians,2025-04-05;;;;
Ceara,Gremio,Ceara x Gremio2025,Ceara x Gremio,True,2,0,2-0,Ceara,2025-04-05;;;;
Gremio,Ceara,Ceara x Gremio2025,Ceara x Gremio,False,0,2,2-0,Ceara,2025-04-05;;;;
Botafogo RJ,Juventude,Botafogo RJ x Juventude2025,Botafogo RJ x Juventude,True,2,0,2-0,Botafogo RJ,2025-04-06;;;;
Juventude,Botafogo RJ,Botafogo RJ x Juventude2025,Botafogo RJ x Juventude,False,0,2,2-0,Botafogo RJ,2025-04-06;;;;
Atletico MG,Sao Paulo,Atletico MG x Sao Paulo2025,Atletico MG x Sao Paulo,True,0,0,0-0,Empate,2025-04-06;;;;
Sao Paulo,Atletico MG,Atletico MG x Sao Paulo2025,Atletico MG x Sao Paulo,False,0,0,0-0,Empate,2025-04-06;;;;
Fluminense,Red Bull Bragantino,Fluminense x Red Bull Bragantino2025,Fluminense x Red Bull Bragantino,True,2,1,2-1,Fluminense,2025-04-06;;;;
Red Bull Bragantino,Fluminense,Fluminense x Red Bull Bragantino2025,Fluminense x Red Bull Bragantino,False,1,2,2-1,Fluminense,2025-04-06;;;;
Internacional,Cruzeiro,Internacional x Cruzeiro2025,Internacional x Cruzeiro,True,3,0,3-0,Internacional,2025-04-06;;;;
Cruzeiro,Internacional,Internacional x Cruzeiro2025,Internacional x Cruzeiro,False,0,3,3-0,Internacional,2025-04-06;;;;
Vitoria,Flamengo,Vitoria x Flamengo2025,Vitoria x Flamengo,True,1,2,1-2,Flamengo,2025-04-06;;;;
Flamengo,Vitoria,Vitoria x Flamengo2025,Vitoria x Flamengo,False,2,1,1-2,Flamengo,2025-04-06;;;;
Sport Recife,Palmeiras,Sport Recife x Palmeiras2025,Sport Recife x Palmeiras,True,1,2,1-2,Palmeiras,2025-04-06;;;;
Palmeiras,Sport Recife,Sport Recife x Palmeiras2025,Sport Recife x Palmeiras,False,2,1,1-2,Palmeiras,2025-04-06;;;;
Santos FC,Bahia,Santos FC x Bahia2025,Santos FC x Bahia,True,2,2,2-2,Empate,2025-04-07;;;;
Bahia,Santos FC,Santos FC x Bahia2025,Santos FC x Bahia,False,2,2,2-2,Empate,2025-04-07;;;;
Mirassol,Fortaleza,Mirassol x Fortaleza2025,Mirassol x Fortaleza,True,1,1,1-1,Empate,2025-04-06;;;;
Fortaleza,Mirassol,Mirassol x Fortaleza2025,Mirassol x Fortaleza,False,1,1,1-1,Empate,2025-04-06;;;;
Corinthians,Bahia,Corinthians x Bahia2024,Corinthians x Bahia,True,3,0,3-0,Corinthians,2024-12-03;;;;
Bahia,Corinthians,Corinthians x Bahia2024,Corinthians x Bahia,False,0,3,3-0,Corinthians,2024-12-03;;;;
Vasco da Gama,Atletico MG,Vasco da Gama x Atletico MG2024,Vasco da Gama x Atletico MG,True,2,0,2-0,Vasco da Gama,2024-12-04;;;;
Atletico MG,Vasco da Gama,Vasco da Gama x Atletico MG2024,Vasco da Gama x Atletico MG,False,0,2,2-0,Vasco da Gama,2024-12-04;;;;
Vitoria,Gremio,Vitoria x Gremio2024,Vitoria x Gremio,True,1,1,1-1,Empate,2024-12-04;;;;
Gremio,Vitoria,Vitoria x Gremio2024,Vitoria x Gremio,False,1,1,1-1,Empate,2024-12-04;;;;
Criciuma,Flamengo,Criciuma x Flamengo2024,Criciuma x Flamengo,True,0,3,0-3,Flamengo,2024-12-04;;;;
Flamengo,Criciuma,Criciuma x Flamengo2024,Criciuma x Flamengo,False,3,0,0-3,Flamengo,2024-12-04;;;;
Sao Paulo,Juventude,Sao Paulo x Juventude2024,Sao Paulo x Juventude,True,1,2,1-2,Juventude,2024-12-04;;;;
Juventude,Sao Paulo,Sao Paulo x Juventude2024,Sao Paulo x Juventude,False,2,1,1-2,Juventude,2024-12-04;;;;
Cruzeiro,Palmeiras,Cruzeiro x Palmeiras2024,Cruzeiro x Palmeiras,True,1,2,1-2,Palmeiras,2024-12-05;;;;
Palmeiras,Cruzeiro,Cruzeiro x Palmeiras2024,Cruzeiro x Palmeiras,False,2,1,1-2,Palmeiras,2024-12-05;;;;
Internacional,Botafogo RJ,Internacional x Botafogo RJ2024,Internacional x Botafogo RJ,True,0,1,0-1,Botafogo RJ,2024-12-05;;;;
Botafogo RJ,Internacional,Internacional x Botafogo RJ2024,Internacional x Botafogo RJ,False,1,0,0-1,Botafogo RJ,2024-12-05;;;;
Atletico GO,Fortaleza,Atletico GO x Fortaleza2024,Atletico GO x Fortaleza,True,3,1,3-1,Atletico GO,2024-12-05;;;;
Fortaleza,Atletico GO,Atletico GO x Fortaleza2024,Atletico GO x Fortaleza,False,1,3,3-1,Atletico GO,2024-12-05;;;;
Athletico Paranaense,Red Bull Bragantino,Athletico Paranaense x Red Bull Bragantino2024,Athletico Paranaense x Red Bull Bragantino,True,1,2,1-2,Red Bull Bragantino,2024-12-05;;;;
Red Bull Bragantino,Athletico Paranaense,Athletico Paranaense x Red Bull Bragantino2024,Athletico Paranaense x Red Bull Bragantino,False,2,1,1-2,Red Bull Bragantino,2024-12-05;;;;
Fluminense,Cuiaba,Fluminense x Cuiaba2024,Fluminense x Cuiaba,True,1,0,1-0,Fluminense,2024-12-05;;;;
Cuiaba,Fluminense,Fluminense x Cuiaba2024,Fluminense x Cuiaba,False,0,1,1-0,Fluminense,2024-12-05;;;;
Juventude,Cruzeiro,Juventude x Cruzeiro2024,Juventude x Cruzeiro,True,0,1,0-1,Cruzeiro,2024-12-08;;;;
Cruzeiro,Juventude,Juventude x Cruzeiro2024,Juventude x Cruzeiro,False,1,0,0-1,Cruzeiro,2024-12-08;;;;
Cuiaba,Vasco da Gama,Cuiaba x Vasco da Gama2024,Cuiaba x Vasco da Gama,True,1,2,1-2,Vasco da Gama,2024-12-08;;;;
Vasco da Gama,Cuiaba,Cuiaba x Vasco da Gama2024,Cuiaba x Vasco da Gama,False,2,1,1-2,Vasco da Gama,2024-12-08;;;;
Fortaleza,Internacional,Fortaleza x Internacional2024,Fortaleza x Internacional,True,3,0,3-0,Fortaleza,2024-12-08;;;;
Internacional,Fortaleza,Fortaleza x Internacional2024,Fortaleza x Internacional,False,0,3,3-0,Fortaleza,2024-12-08;;;;
Red Bull Bragantino,Criciuma,Red Bull Bragantino x Criciuma2024,Red Bull Bragantino x Criciuma,True,5,1,5-1,Red Bull Bragantino,2024-12-08;;;;
Criciuma,Red Bull Bragantino,Red Bull Bragantino x Criciuma2024,Red Bull Bragantino x Criciuma,False,1,5,5-1,Red Bull Bragantino,2024-12-08;;;;
Palmeiras,Fluminense,Palmeiras x Fluminense2024,Palmeiras x Fluminense,True,0,1,0-1,Fluminense,2024-12-08;;;;
Fluminense,Palmeiras,Palmeiras x Fluminense2024,Palmeiras x Fluminense,False,1,0,0-1,Fluminense,2024-12-08;;;;
Botafogo RJ,Sao Paulo,Botafogo RJ x Sao Paulo2024,Botafogo RJ x Sao Paulo,True,2,1,2-1,Botafogo RJ,2024-12-08;;;;
Sao Paulo,Botafogo RJ,Botafogo RJ x Sao Paulo2024,Botafogo RJ x Sao Paulo,False,1,2,2-1,Botafogo RJ,2024-12-08;;;;
Flamengo,Vitoria,Flamengo x Vitoria2024,Flamengo x Vitoria,True,2,2,2-2,Empate,2024-12-08;;;;
Vitoria,Flamengo,Flamengo x Vitoria2024,Flamengo x Vitoria,False,2,2,2-2,Empate,2024-12-08;;;;
Bahia,Atletico GO,Bahia x Atletico GO2024,Bahia x Atletico GO,True,2,0,2-0,Bahia,2024-12-08;;;;
Atletico GO,Bahia,Bahia x Atletico GO2024,Bahia x Atletico GO,False,0,2,2-0,Bahia,2024-12-08;;;;
Gremio,Corinthians,Gremio x Corinthians2024,Gremio x Corinthians,True,0,3,0-3,Corinthians,2024-12-08;;;;
Corinthians,Gremio,Gremio x Corinthians2024,Gremio x Corinthians,False,3,0,0-3,Corinthians,2024-12-08;;;;
Atletico MG,Athletico Paranaense,Atletico MG x Athletico Paranaense2024,Atletico MG x Athletico Paranaense,True,1,0,1-0,Atletico MG,2024-12-08;;;;
Athletico Paranaense,Atletico MG,Atletico MG x Athletico Paranaense2024,Atletico MG x Athletico Paranaense,False,0,1,1-0,Atletico MG,2024-12-08;;;;
Fluminense,Criciuma,Fluminense x Criciuma2024,Fluminense x Criciuma,True,0,0,0-0,Empate,2024-11-26;;;;
Criciuma,Fluminense,Fluminense x Criciuma2024,Fluminense x Criciuma,False,0,0,0-0,Empate,2024-11-26;;;;
Fortaleza,Flamengo,Fortaleza x Flamengo2024,Fortaleza x Flamengo,True,0,0,0-0,Empate,2024-11-26;;;;
Flamengo,Fortaleza,Fortaleza x Flamengo2024,Fortaleza x Flamengo,False,0,0,0-0,Empate,2024-11-26;;;;
Atletico MG,Juventude,Atletico MG x Juventude2024,Atletico MG x Juventude,True,2,3,2-3,Juventude,2024-11-27;;;;
Juventude,Atletico MG,Atletico MG x Juventude2024,Atletico MG x Juventude,False,3,2,2-3,Juventude,2024-11-27;;;;
Palmeiras,Botafogo RJ,Palmeiras x Botafogo RJ2024,Palmeiras x Botafogo RJ,True,1,3,1-3,Botafogo RJ,2024-11-27;;;;
Botafogo RJ,Palmeiras,Palmeiras x Botafogo RJ2024,Palmeiras x Botafogo RJ,False,3,1,1-3,Botafogo RJ,2024-11-27;;;;
